Member_Id	Percent_of_customers	Percent_of_Total_Running_Sum_of_P_Q	P_Q
945196	0.265941101	68.634770174%	19999
9475019	0.266069142	68.645981007%	19999
9736032	0.266197183	68.657191840%	19999
9745234	0.266325224	68.668402672%	19999
9816344	0.266453265	68.679613505%	19999
9913704	0.266581306	68.690824338%	19999
11594310	0.266709347	68.702034611%	19998
14780880	0.266837388	68.713244883%	19998
17650540	0.266965429	68.724455155%	19998
304105	0.267093470	68.735665428%	19998
3988342	0.267221511	68.746875700%	19998
5475121	0.267349552	68.758085972%	19998
14445653	0.267477593	68.769291760%	19990
16345883	0.267605634	68.780497548%	19990
2391962	0.267733675	68.791703336%	19990
14322619	0.267861716	68.802908002%	19988
17773270	0.267989757	68.814108184%	19980
3364985	0.268117798	68.825308366%	19980
12045464	0.268245839	68.836506867%	19977
17079693	0.268373880	68.847695837%	19960
11265034	0.268501921	68.858880324%	19952
17990442	0.268629962	68.870055841%	19936
13336945	0.268758003	68.881211177%	19900
13748438	0.268886044	68.892366514%	19900
13968964	0.269014085	68.903521850%	19900
14650813	0.269142125	68.914677187%	19900
14917736	0.269270166	68.925832523%	19900
1511652	0.269398207	68.936987860%	19900
16094124	0.269526248	68.948143196%	19900
16213056	0.269654289	68.959298533%	19900
17718733	0.269782330	68.970453869%	19900
17870545	0.269910371	68.981609206%	19900
17991782	0.270038412	68.992764542%	19900
3346499	0.270166453	69.003919879%	19900
3528440	0.270294494	69.015075215%	19900
785249	0.270422535	69.026230552%	19900
7936737	0.270550576	69.037385888%	19900
8648728	0.270678617	69.048541225%	19900
8675850	0.270806658	69.059696561%	19900
9012095	0.270934699	69.070851898%	19900
5193839	0.271062740	69.082003871%	19894
14074306	0.271190781	69.093152481%	19888
17828186	0.271318822	69.104301090%	19888
17858442	0.271446863	69.115449700%	19888
3065436	0.271574904	69.126598310%	19888
5391045	0.271702945	69.137746919%	19888
7519562	0.271830986	69.148895529%	19888
17252582	0.271959027	69.160036851%	19875
17973685	0.272087068	69.171178173%	19875
3262389	0.272215109	69.182311087%	19860
9653627	0.272343150	69.193442880%	19858
17770605	0.272471191	69.204544962%	19805
13688773	0.272599232	69.215644242%	19800
13974398	0.272727273	69.226743521%	19800
14216273	0.272855314	69.237842801%	19800
1458849	0.272983355	69.248942080%	19800
15993014	0.273111396	69.260041360%	19800
16968110	0.273239437	69.271140639%	19800
17417007	0.273367478	69.282239919%	19800
17761246	0.273495519	69.293339198%	19800
17802580	0.273623560	69.304438478%	19800
17829389	0.273751601	69.315537758%	19800
6890136	0.273879641	69.326637037%	19800
867018	0.274007682	69.337736317%	19800
10404727	0.274135723	69.348833914%	19797
11161136	0.274263764	69.359931512%	19797
16459149	0.274391805	69.371029110%	19797
1663060	0.274519846	69.382126708%	19797
173623	0.274647887	69.393224306%	19797
3232241	0.274775928	69.404321904%	19797
3255731	0.274903969	69.415419501%	19797
688180	0.275032010	69.426517099%	19797
6912174	0.275160051	69.437614697%	19797
7513139	0.275288092	69.448712295%	19797
8438112	0.275416133	69.459809893%	19797
9697579	0.275544174	69.470907491%	19797
15547919	0.275672215	69.481995559%	19780
17790465	0.275800256	69.493083627%	19780
17589962	0.275928297	69.504166089%	19770
7008604	0.276056338	69.515248552%	19770
10967335	0.276184379	69.526325409%	19760
10066656	0.276312420	69.537388251%	19735
9641057	0.276440461	69.548439322%	19714
1264052	0.276568502	69.559489271%	19712
10710165	0.276696543	69.570538099%	19710
17835043	0.276824584	69.581586928%	19710
8005515	0.276952625	69.592635756%	19710
8434690	0.277080666	69.603684584%	19710
17348575	0.277208707	69.614727246%	19699
614402	0.277336748	69.625743001%	19651
5602653	0.277464789	69.636758195%	19650
346177	0.277592830	69.647746482%	19602
7121861	0.277720871	69.658729723%	19593
17468192	0.277848912	69.669711283%	19590
9717086	0.277976953	69.680692843%	19590
5950137	0.278104994	69.691669918%	19582
3992020	0.278233035	69.702629056%	19550
7622321	0.278361076	69.713560164%	19500
9953420	0.278489117	69.724490152%	19498
16038012	0.278617157	69.735415655%	19490
17664917	0.278745198	69.746341158%	19490
17918619	0.278873239	69.757266660%	19490
17922522	0.279001280	69.768192163%	19490
8900362	0.279129321	69.779110940%	19478
2807419	0.279257362	69.790025231%	19470
12969968	0.279385403	69.800932796%	19458
517484	0.279513444	69.811830270%	19440
17825573	0.279641485	69.822726063%	19437
7577042	0.279769526	69.833580934%	19364
4885228	0.279897567	69.844398808%	19298
13543654	0.280025608	69.855206591%	19280
7627323	0.280153649	69.866009890%	19272
11966236	0.280281690	69.876812067%	19270
7575663	0.280409731	69.887603034%	19250
14043911	0.280537772	69.898365411%	19199
17876233	0.280665813	69.909127788%	19199
4482402	0.280793854	69.919845320%	19119
6769235	0.280921895	69.930558367%	19111
17861195	0.281049936	69.941265247%	19100
17800345	0.281177977	69.951965962%	19089
17775708	0.281306018	69.962662752%	19082
11053323	0.281434059	69.973358982%	19081
13400198	0.281562100	69.984039516%	19053
15152674	0.281690141	69.994694825%	19008
15234073	0.281818182	70.005349012%	19006
14400380	0.281946223	70.015999836%	19000
15077416	0.282074264	70.026650659%	19000
15355092	0.282202305	70.037301483%	19000
1553622	0.282330346	70.047952307%	19000
17226114	0.282458387	70.058603131%	19000
3751752	0.282586428	70.069253955%	19000
11492396	0.282714469	70.079904218%	18999
17903530	0.282842510	70.090549436%	18990
3981194	0.282970551	70.101194654%	18990
9858045	0.283098592	70.111839872%	18990
10914064	0.283226633	70.122477242%	18976
17801815	0.283354673	70.133109007%	18966
9975656	0.283482714	70.143725636%	18939
5576735	0.283610755	70.154331614%	18920
16829870	0.283738796	70.164929184%	18905
10759803	0.283866837	70.175523951%	18900
15784322	0.283994878	70.186118717%	18900
16353142	0.284122919	70.196713484%	18900
17712629	0.284250960	70.207308251%	18900
17997001	0.284379001	70.217903018%	18900
18017406	0.284507042	70.228497785%	18900
7916849	0.284635083	70.239092552%	18900
8582329	0.284763124	70.249687318%	18900
9602857	0.284891165	70.260282085%	18900
1839992	0.285019206	70.270870125%	18888
2737912	0.285147247	70.281458165%	18888
5375332	0.285275288	70.292046205%	18888
6183926	0.285403329	70.302634245%	18888
6360914	0.285531370	70.313222285%	18888
6867912	0.285659411	70.323810325%	18888
9448044	0.285787452	70.334398365%	18888
8484295	0.285915493	70.344982481%	18881
16522434	0.286043534	70.355566037%	18880
14685749	0.286171575	70.366122685%	18832
484648	0.286299616	70.376663637%	18804
13109592	0.286427657	70.387202347%	18800
14974659	0.286555698	70.397741057%	18800
17664663	0.286683739	70.408279767%	18800
7123448	0.286811780	70.418818476%	18800
7321615	0.286939821	70.429357186%	18800
9497966	0.287067862	70.439895896%	18800
17716985	0.287195903	70.450417789%	18770
17937099	0.287323944	70.460930713%	18754
11031355	0.287451985	70.471433546%	18736
17898984	0.287580026	70.481936379%	18736
7796551	0.287708067	70.492430244%	18720
6424351	0.287836108	70.502912897%	18700
7489236	0.287964149	70.513393307%	18696
13255112	0.288092190	70.523870354%	18690
7591278	0.288220230	70.534330585%	18660
11155556	0.288348271	70.544783527%	18647
9854564	0.288476312	70.555235349%	18645
5436643	0.288604353	70.565667550%	18610
8169625	0.288732394	70.576094146%	18600
9291880	0.288860435	70.586520742%	18600
194871	0.288988476	70.596945657%	18597
12154331	0.289116517	70.607364404%	18586
4667341	0.289244558	70.617774183%	18570
6733437	0.289372599	70.628173872%	18552
6792686	0.289500640	70.638565713%	18538
7674537	0.289628681	70.648956432%	18536
6832840	0.289756722	70.659343788%	18530
11145385	0.289884763	70.669725538%	18520
6479195	0.290012804	70.680106168%	18518
11467875	0.290140845	70.690476707%	18500
11781038	0.290268886	70.700847246%	18500
7125995	0.290396927	70.711216663%	18498
4321768	0.290524968	70.721576552%	18481
7324582	0.290653009	70.731929152%	18468
12732530	0.290781050	70.742279511%	18464
12855709	0.290909091	70.752622021%	18450
17782946	0.291037132	70.762963971%	18449
4800571	0.291165173	70.773299755%	18438
17549052	0.291293214	70.783627690%	18424
14095421	0.291421255	70.793951702%	18417
17968521	0.291549296	70.804266184%	18400
11906880	0.291677337	70.814553759%	18352
10479290	0.291805378	70.824823395%	18320
6171525	0.291933419	70.835088547%	18312
7030447	0.292061460	70.845353138%	18311
14740015	0.292189501	70.855607079%	18292
13534283	0.292317542	70.865854292%	18280
12731617	0.292445583	70.876079083%	18240
1311695	0.292573624	70.886303874%	18240
10960572	0.292701665	70.896517454%	18220
12612732	0.292829706	70.906714216%	18190
13465784	0.292957746	70.916880708%	18136
166577	0.293085787	70.927046078%	18134
15416142	0.293213828	70.937203601%	18120
1427020	0.293341869	70.947358881%	18116
10603283	0.293469910	70.957496223%	18084
5470877	0.293597951	70.967631322%	18080
6707842	0.293725992	70.977765301%	18078
17753802	0.293854033	70.987885826%	18054
6713852	0.293982074	70.998004108%	18050
9293326	0.294110115	71.008122391%	18050
198506	0.294238156	71.018229462%	18030
3329822	0.294366197	71.028326443%	18012
10940738	0.294494238	71.038416697%	18000
13456867	0.294622279	71.048506952%	18000
13643908	0.294750320	71.058597206%	18000
16564076	0.294878361	71.068687460%	18000
5302038	0.295006402	71.078777714%	18000
6623956	0.295134443	71.088867968%	18000
15051618	0.295262484	71.098957101%	17998
17661132	0.295390525	71.109046234%	17998
17795947	0.295518566	71.119135367%	17998
17962077	0.295646607	71.129224500%	17998
17970103	0.295774648	71.139313633%	17998
2473205	0.295902689	71.149402766%	17998
6338853	0.296030730	71.159491899%	17998
6835588	0.296158771	71.169581032%	17998
15576211	0.296286812	71.179669604%	17997
12694101	0.296414853	71.189754253%	17990
12961610	0.296542894	71.199838901%	17990
13055847	0.296670935	71.209923550%	17990
15213779	0.296798976	71.220008198%	17990
15545059	0.296927017	71.230092847%	17990
15765508	0.297055058	71.240177495%	17990
16500637	0.297183099	71.250262143%	17990
17692750	0.297311140	71.260346792%	17990
17702396	0.297439181	71.270431440%	17990
18016855	0.297567222	71.280516089%	17990
3247975	0.297695262	71.290600737%	17990
4372236	0.297823303	71.300685386%	17990
7543196	0.297951344	71.310770034%	17990
9055720	0.298079385	71.320854682%	17990
9398932	0.298207426	71.330939331%	17990
10067095	0.298335467	71.341023419%	17989
9033962	0.298463508	71.351104704%	17984
16349394	0.298591549	71.361183746%	17980
1846287	0.298719590	71.371262789%	17980
5640611	0.298847631	71.381341832%	17980
5672551	0.298975672	71.391420875%	17980
7004514	0.299103713	71.401499917%	17980
7898626	0.299231754	71.411578960%	17980
8229008	0.299359795	71.421658003%	17980
9533855	0.299487836	71.431737046%	17980
3583412	0.299615877	71.441815528%	17979
16944540	0.299743918	71.451887283%	17967
15608378	0.299871959	71.461955114%	17960
10534720	0.3	71.472011734%	17940
17865103	0.300128041	71.482068354%	17940
17793471	0.300256082	71.492108157%	17910
1263684	0.300384123	71.502145718%	17906
12050839	0.300512164	71.512179915%	17900
14147313	0.300640205	71.522214112%	17900
1485516	0.300768246	71.532248309%	17900
16478642	0.300896287	71.542282506%	17900
17151233	0.301024328	71.552316704%	17900
17436885	0.301152369	71.562350901%	17900
17595326	0.301280410	71.572385098%	17900
17790226	0.301408451	71.582419295%	17900
7174797	0.301536492	71.592453492%	17900
9222730	0.301664533	71.602487689%	17900
9743760	0.301792574	71.612521887%	17900
7308494	0.301920615	71.622548796%	17887
17384095	0.302048656	71.632571782%	17880
17539260	0.302176697	71.642584678%	17862
6781920	0.302304738	71.652594210%	17856
16205676	0.302432778	71.662600378%	17850
16286516	0.302560819	71.672590851%	17822
10675190	0.302688860	71.682568991%	17800
12132058	0.302816901	71.692547131%	17800
13828673	0.302944942	71.702525272%	17800
16191250	0.303072983	71.712503412%	17800
17484422	0.303201024	71.722481552%	17800
17951076	0.303329065	71.732459692%	17800
2682018	0.303457106	71.742437832%	17800
7179221	0.303585147	71.752415973%	17800
427672	0.303713188	71.762388507%	17790
9835804	0.303841229	71.772355436%	17780
10056702	0.303969270	71.782321244%	17778
10277088	0.304097311	71.792285930%	17776
1077219	0.304225352	71.802250617%	17776
1235576	0.304353393	71.812215303%	17776
1323899	0.304481434	71.822179990%	17776
15101803	0.304609475	71.832144676%	17776
1513417	0.304737516	71.842109363%	17776
15710854	0.304865557	71.852074049%	17776
16559244	0.304993598	71.862038736%	17776
17025155	0.305121639	71.872003422%	17776
17204812	0.305249680	71.881968109%	17776
17832561	0.305377721	71.891932795%	17776
17834211	0.305505762	71.901897482%	17776
2503883	0.305633803	71.911862168%	17776
3280165	0.305761844	71.921826855%	17776
6216156	0.305889885	71.931791541%	17776
6539014	0.306017926	71.941756228%	17776
6795568	0.306145967	71.951720914%	17776
7144830	0.306274008	71.961685601%	17776
7294467	0.306402049	71.971650287%	17776
7514600	0.306530090	71.981614974%	17776
7753756	0.306658131	71.991579661%	17776
7755430	0.306786172	72.001544347%	17776
922031	0.306914213	72.011509034%	17776
9820845	0.307042254	72.021473720%	17776
7191592	0.307170294	72.031429437%	17760
7479199	0.307298335	72.041385155%	17760
11255103	0.307426376	72.051335267%	17750
17721865	0.307554417	72.061284818%	17749
8397932	0.307682458	72.071234369%	17749
8717997	0.307810499	72.081165982%	17717
8354660	0.307938540	72.091086944%	17698
14767441	0.308066581	72.101007345%	17697
17334009	0.308194622	72.110926626%	17695
1985445	0.308322663	72.120843664%	17691
11426796	0.308450704	72.130759581%	17689
6011794	0.308578745	72.140675498%	17689
10455685	0.308706786	72.150589172%	17685
6985765	0.308834827	72.160500044%	17680
16007531	0.308962868	72.170401947%	17664
13336012	0.309090909	72.180289275%	17638
18018159	0.309218950	72.190154180%	17598
9605217	0.309346991	72.200013479%	17588
12321058	0.309475032	72.209868294%	17580
1530273	0.309603073	72.219723109%	17580
1874755	0.309731114	72.229577924%	17580
7737894	0.309859155	72.239432739%	17580
15817131	0.309987196	72.249284751%	17575
8775563	0.310115237	72.259128354%	17560
13379628	0.310243278	72.268967473%	17552
17963723	0.310371319	72.278806592%	17552
18048633	0.310499360	72.288645711%	17552
2962044	0.310627401	72.298483709%	17550
10882177	0.310755442	72.308307692%	17525
13957931	0.310883483	72.318117662%	17500
17099258	0.311011524	72.327927631%	17500
6753410	0.311139565	72.337737600%	17500
689203	0.311267606	72.347547570%	17500
2997635	0.311395647	72.357351933%	17490
13082607	0.311523688	72.367155176%	17488
13770350	0.311651729	72.376958418%	17488
16517576	0.311779770	72.386761661%	17488
13814925	0.311907810	72.396559858%	17479
17793786	0.312035851	72.406351889%	17468
18075914	0.312163892	72.416133830%	17450
14054233	0.312291933	72.425901196%	17424
17830232	0.312419974	72.435668562%	17424
4474221	0.312548015	72.445435928%	17424
13313798	0.312676056	72.455189840%	17400
359991	0.312804097	72.464943752%	17400
4205908	0.312932138	72.474681969%	17372
9396999	0.313060179	72.484420185%	17372
560676	0.313188220	72.494157280%	17370
7586481	0.313316261	72.503888770%	17360
12801561	0.313444302	72.513613533%	17348
18122161	0.313572343	72.523333811%	17340
16924867	0.313700384	72.533042878%	17320
14502838	0.313828425	72.542740733%	17300
10836914	0.313956466	72.552432983%	17290
8325761	0.314084507	72.562122429%	17285
16674035	0.314212548	72.571809073%	17280
4663394	0.314340589	72.581494036%	17277
326809	0.314468630	72.591174513%	17269
17885547	0.314596671	72.600816312%	17200
17993764	0.314724712	72.610458110%	17200
1091526	0.314852753	72.620097666%	17196
8329034	0.314980794	72.629737222%	17196
15739442	0.315108835	72.639374536%	17192
10709119	0.315236876	72.649010729%	17190
10794539	0.315364917	72.658646921%	17190
